Date,Mkt-RF,SMB,HML,RF
19951222,-0.34,0.73,0.68,0.122
19951229,0.78,0.31,-0.29,0.122
19960105,-0.48,-0.32,1.19,0.107
19960112,-2.33,0.11,1.04,0.107
19960119,1.27,-1.47,-0.43,0.107
19960126,1.67,0.15,-1.01,0.107
19960202,2.26,-0.3,-1.41,0.098
19960209,2.7,-1.74,-0.94,0.098
19960216,-0.83,1.14,0.4,0.098
19960223,1.61,-0.34,-1.6,0.098
19960301,-2.02,1.74,1.34,0.098
19960308,-1.55,-0.08,0.14,0.098
19960315,1.42,0.68,-1.1,0.098
19960322,1.14,0.02,0.7,0.098
19960329,-0.52,1.21,0.91,0.098
19960404,1.4,0,-0.54,0.114
19960412,-2.7,1.9,-0.19,0.114
19960419,1.49,1.2,-1.47,0.114
19960426,1.79,1.32,-1.88,0.114
19960503,-1.38,1.9,0.25,0.106
19960510,1.37,-0.3,-0.24,0.106
19960517,2.62,0.28,-1.05,0.106
19960524,1.12,0.47,-0.15,0.106
19960531,-1.27,0.98,-0.09,0.106
19960607,0.17,-1.28,-0.28,0.1
19960614,-1.05,0.25,0.86,0.1
19960621,-0.86,-2.64,1.18,0.1
19960628,0.58,-0.01,0.19,0.1
19960705,-1.98,0.5,0.78,0.112
19960712,-2.62,-2.97,3.45,0.112
19960719,-1.07,0.58,-0.54,0.112
19960726,-0.87,-1.87,0.87,0.112
19960802,3.88,-1.2,-1.3,0.103
19960809,-0.06,0.77,-0.18,0.103
19960816,0.61,-0.33,0.97,0.103
19960823,0.3,0.44,0.13,0.103
19960830,-1.54,2.45,-0.11,0.103
19960906,0.28,0.06,-0.02,0.109
19960913,3.4,-1.49,-1.65,0.109
19960920,0.86,-0.2,-1.16,0.109
19960927,0.19,0.75,-0.95,0.109
19961004,1.89,-1.29,0.65,0.106
19961011,-0.33,0.07,0.42,0.106
19961018,0.94,-1.25,0.85,0.106
19961025,-1.66,-0.22,2.04,0.106
19961101,0.04,-1.65,1.09,0.102
19961108,3.32,-2.07,-0.99,0.102
19961115,0.78,-0.47,0.26,0.102
19961122,1.12,-0.85,1.01,0.102
19961129,1.06,0.17,-0.26,0.102
19961206,-1.83,1.99,0.2,0.115
19961213,-1.44,1.35,0.24,0.115
19961220,2.02,-1.78,0.53,0.115
19961227,0.83,-0.65,-0.09,0.115
19970103,-0.69,1.85,-0.45,0.112
19970110,1.52,-0.04,-0.32,0.112
19970117,1.8,-1.09,-0.21,0.112
19970124,-0.57,0.62,-0.08,0.112
19970131,1.48,-0.72,-1.06,0.112
19970207,0.01,-0.9,1.07,0.096
19970214,1.99,-1.85,0.62,0.096
19970221,-1.05,0.26,1.57,0.096
19970228,-1.41,-0.18,1.45,0.096
19970307,1.64,-0.59,0.05,0.107
19970314,-1.54,0.08,1.09,0.107
19970321,-1.63,-1.04,1.64,0.107
19970327,-1.31,0.6,-0.08,0.107
19970404,-2.16,0.12,-0.12,0.108
19970411,-2.31,1.84,1.01,0.108
19970418,2.88,-2.54,0.07,0.108
19970425,-0.82,-1.12,0.45,0.108
19970502,6.1,-1.43,-2.24,0.123
19970509,1.57,0.67,-0.78,0.123
19970516,0.63,0.5,-0.28,0.123
19970523,2.05,0.76,-1.5,0.123
19970530,0.42,0.99,-0.35,0.123
19970606,1.17,0.65,0.52,0.092
19970613,3.34,-2.4,0.24,0.092
19970620,0.7,0.09,-0.22,0.092
19970627,-1.06,1.53,0.68,0.092
19970703,2.82,-1.3,-0.54,0.107
19970711,0.38,1.25,-0.4,0.107
19970718,0.13,1.37,-0.93,0.107
19970725,2.05,-1.37,-0.17,0.107
19970801,1.01,-0.09,1.56,0.103
19970808,-1.22,1.93,0.04,0.103
19970815,-2.82,1.68,1.35,0.103
19970822,2.04,-0.46,-0.83,0.103
19970829,-1.56,3.61,0.64,0.103
19970905,2.91,-0.57,-0.41,0.111
19970912,-0.09,1.93,0.92,0.111
19970919,2.51,-1.09,-0.34,0.111
19970926,-0.4,1.5,-0.38,0.111
19971003,1.96,0.2,-0.02,0.105
19971010,0.47,1.24,-0.94,0.105
19971017,-2.56,-1.1,1.89,0.105
19971024,-0.26,-0.23,0.69,0.105
19971031,-3.13,-0.19,0.42,0.105
19971107,1.07,-0.89,-0.38,0.098
19971114,-0.41,-1.29,0.35,0.098
19971121,3.15,-2.18,-0.14,0.098
19971128,-0.82,-0.78,1.21,0.098
19971205,2.76,-1.67,-0.13,0.119
19971212,-3.35,-0.86,3.1,0.119
19971219,-0.67,-0.73,0.71,0.119
19971226,-0.93,0.9,1.34,0.119
19980102,3.81,-0.06,-2,0.107
19980109,-4.93,0.28,0.57,0.107
19980116,3.37,-0.78,-0.72,0.107
19980123,-0.43,0.3,-0.58,0.107
19980130,2.11,-0.72,-0.74,0.107
19980206,3.32,-0.06,-1.07,0.098
19980213,1,0.93,0.4,0.098
19980220,1.09,-0.95,0.01,0.098
19980227,1.46,0.41,-0.18,0.098
19980306,0.55,-0.44,1.47,0.099
19980313,1.29,-0.21,0.06,0.099
19980320,2.44,-1.76,0.96,0.099
19980327,-0.2,1.23,-0.92,0.099
19980403,2.19,-0.26,-0.83,0.107
19980409,-1.07,-0.19,1.45,0.107
19980417,1.24,0.15,0.31,0.107
19980424,-1.42,1.09,-0.63,0.107
19980501,0.94,-0.51,-0.25,0.101
19980508,-1.04,0.02,0.56,0.101
19980515,-0.41,-1.31,1.38,0.101
19980522,-0.5,-1.64,0.89,0.101
19980529,-1.75,-0.25,1.06,0.101
19980605,1.5,-2.44,0.58,0.102
19980612,-1.57,-1.07,0.12,0.102
19980619,0.09,-0.42,-0.85,0.102
19980626,2.82,-0.03,-1.71,0.102
19980702,1.25,-0.23,0.1,0.1
19980710,1.37,-0.93,-1.31,0.1
19980717,1.7,-0.28,-1.91,0.1
19980724,-4.17,-0.72,0.76,0.1
19980731,-2.2,-2.24,0.9,0.1
19980807,-2.53,1.17,0.89,0.107
19980814,-2.55,-0.72,1.02,0.107
19980821,0.79,-3.08,-0.37,0.107
19980828,-6.03,-3.86,1.72,0.107
19980904,-5.21,0.82,0.66,0.114
19980911,3.13,-1.7,-1.64,0.114
19980918,1.62,-0.01,0.51,0.114
19980925,2.1,-1.06,-1.07,0.114
19981002,-4.25,-1.12,3,0.081
19981009,-3.35,-6.97,1.67,0.081
19981016,7.61,-0.31,-3.58,0.081
19981023,1.96,6.75,-2.71,0.081
19981030,2.95,0.56,-0.81,0.081
19981106,4.21,2.09,-1.23,0.077
19981113,-1.42,-0.84,0.55,0.077
19981120,3.06,-1.72,-1.79,0.077
19981127,2.52,0.39,-1.59,0.077
19981204,-1.34,0.24,0.29,0.094
19981211,-1.08,0.39,-1,0.094
19981218,1.62,-1.32,-0.9,0.094
19981224,3.21,-0.76,-1.93,0.094
19981231,1.21,2.59,-0.31,0.094
19990108,3.42,-0.53,-0.71,0.088
19990115,-2.31,2.02,-0.55,0.088
19990122,-1.46,0.79,-0.14,0.088
19990129,3.95,-1.65,-4.05,0.088
19990205,-3.19,-1,1.58,0.089
19990212,-1.22,-1.85,-0.17,0.089
19990219,0.33,-2.6,0.9,0.089
19990226,-0.01,-0.19,-0.83,0.089
19990305,2.68,-2.5,-0.06,0.106
19990312,1.35,-1.36,-0.33,0.106
19990319,0.16,-1.27,-0.08,0.106
19990326,-1.23,0.92,-0.65,0.106
19990401,0.99,0.37,-1.82,0.093
19990409,3.76,-0.88,-2.77,0.093
19990416,-1.53,3.11,4.17,0.093
19990423,2.84,-0.27,-1.21,0.093
19990430,-1.27,1.16,1.95,0.093
19990507,0.35,-0.87,1.95,0.085
19990514,-0.13,2.52,-0.61,0.085
19990521,-0.37,1.78,0.57,0.085
19990528,-2.28,0.05,1.02,0.085
19990604,1.44,-0.5,-0.94,0.099
19990611,-2.38,1.82,1.03,0.099
19990618,3.25,-1.66,-1.21,0.099
19990625,-1.82,2.48,-0.19,0.099
19990702,5.73,0.3,-3.53,0.095
19990709,0.69,0.52,-0.82,0.095
19990716,1.14,1.2,-0.96,0.095
19990723,-4.36,-0.2,2.87,0.095
19990730,-2.21,1.38,0.27,0.095
19990806,-2.86,-1.72,2.61,0.097
19990813,2.1,-0.75,-1.02,0.097
19990820,0.56,-0.02,-0.33,0.097
19990827,0.94,0.15,-1.97,0.097
19990903,0.74,0.51,-1.47,0.097
19990910,-0.18,1.71,-0.19,0.097
19990917,-1.44,0.16,-0.04,0.097
19990924,-4.16,0.85,-0.51,0.097
19991001,0.13,0.97,-1.22,0.097
19991008,4.06,-2.74,-2.41,0.097
19991015,-6.1,2.32,2.28,0.097
19991022,3.9,-2.85,-2.11,0.097
19991029,4.7,-3.12,-1.24,0.097
19991105,1.42,2.19,-1.98,0.09
19991112,1.81,1.36,-2.29,0.09
19991119,2.26,2.21,-2.61,0.09
19991126,-0.2,1.51,-1.99,0.09
19991203,1.31,-0.04,-0.69,0.109
19991210,-0.14,3.04,-3.35,0.109
19991217,0.12,0.13,-0.27,0.109
19991223,2.99,0.45,-1.99,0.109
19991231,1.23,3.48,-0.82,0.109
20000107,-2.49,-1.24,2.57,0.103
20000114,2.07,2.07,-1.78,0.103
20000121,0.02,6.63,-2.53,0.103
20000128,-5.71,0.09,1.77,0.103
20000204,4.46,1.18,-3.26,0.108
20000211,-1.45,6.67,-3.65,0.108
20000218,-1.89,4.77,-1.18,0.108
20000225,0.29,3.02,-2.58,0.108
20000303,6.46,3.22,-2.6,0.117
20000310,-0.33,1.92,-0.52,0.117
20000317,1.76,-10.05,3.85,0.117
20000324,3.12,-3.56,0.24,0.117
20000331,-3.29,-5.35,5.33,0.117
20000407,0,-1.24,0.53,0.115
20000414,-13.74,-9.51,10.41,0.115
20000420,6.13,2.49,-3.4,0.115
20000428,2.29,2.02,0.61,0.115
20000505,-1.35,1.84,-0.23,0.126
20000512,-2.05,-4.01,4.07,0.126
20000519,-1.5,-1.68,1.54,0.126
20000526,-3.05,-2.67,0.89,0.126
20000602,9.26,4.2,-7.45,0.099
20000609,-0.65,4.34,-1.01,0.099
20000616,-0.17,0.12,-0.14,0.099
20000623,-1.15,1.63,-0.73,0.099
20000630,1.2,4.49,-2.67,0.099
20000707,1.59,-1.5,1.82,0.12
20000714,2.77,0.1,-0.9,0.12
20000721,-2.41,0.06,1.8,0.12
20000728,-5.4,-2.11,5.97,0.12
20000804,3.23,-2.44,1.45,0.126
20000811,0.46,-0.55,2.19,0.126
20000818,1.42,0.2,-0.88,0.126
20000825,1.24,1.45,-2.89,0.126
20000901,1.91,1.36,-1.89,0.127
20000908,-2.25,-0.93,4.07,0.127
20000915,-1.88,0.32,1.94,0.127
20000922,-1.11,-0.5,-1,0.127
20000929,-0.71,-1.1,2.4,0.127
20001006,-3.73,-1.57,3.12,0.14
20001013,-2.67,-0.5,1.85,0.14
20001020,1.94,-0.35,-3.12,0.14
20001027,-1.73,-0.51,3.03,0.14
20001103,4.07,1.3,-1.56,0.127
20001110,-5.48,-1.05,5.24,0.127
20001117,-0.39,0.03,2.18,0.127
20001124,-2.63,-0.56,2.47,0.127
20001201,-2.72,-2.12,3.7,0.126
20001208,5.3,-0.47,-2.67,0.126
20001215,-4.76,-0.2,3.69,0.126
20001222,-1.14,-1.63,5.04,0.126
20001229,1.53,2.24,0.54,0.126
20010105,-2.67,1.76,-0.36,0.134
20010112,2.59,3.73,-4.01,0.134
20010119,1.63,0.84,-2.28,0.134
20010126,0.97,-0.61,1.38,0.134
20010202,-0.71,0.61,2.46,0.094
20010209,-2.73,0.46,4.65,0.094
20010216,-0.86,0.53,1.54,0.094
20010223,-4.57,-0.68,3.11,0.094
20010302,-1.28,-0.77,3.23,0.104
20010309,-0.51,-0.93,2.86,0.104
20010316,-6.91,0.35,2.35,0.104
20010323,-0.87,1.09,-1.78,0.104
20010330,1.51,-0.19,2.26,0.104
20010406,-3.24,-1.33,1.79,0.098
20010412,5.26,-0.23,-3.14,0.098
20010420,5.2,-1.18,-3.87,0.098
20010427,0.68,2.33,1.35,0.098
20010504,1.58,1.65,-1.65,0.081
20010511,-1.75,0.82,2.58,0.081
20010518,3.72,0.04,-0.69,0.081
20010525,-0.67,2.02,-0.92,0.081
20010601,-1.55,-0.19,2.43,0.07
20010608,0.51,1.62,-2.42,0.07
20010615,-4.37,0.81,2.31,0.07
20010622,0.6,-1.68,-0.01,0.07
20010629,0.86,5.17,-2.06,0.07
20010706,-3.18,-2.91,3.24,0.075
20010713,1.86,-1.01,1.58,0.075
20010720,-0.65,0.8,0.4,0.075
20010727,-0.49,-0.82,0.22,0.075
20010803,0.69,-0.17,0.53,0.077
20010810,-2.3,-0.67,1.86,0.077
20010817,-2.25,1.8,0.95,0.077
20010824,1.7,-0.26,-1.39,0.077
20010831,-4,1.07,1.82,0.077
20010907,-4.35,-0.74,1.81,0.069
20010910,0.32,-1.12,-0.46,0.069
20010921,-11.95,-3.31,-0.14,0.069
20010928,7.43,-1.8,0.92,0.069
20011005,2.92,0.45,-3.04,0.056
20011012,2.18,1.38,-1.51,0.056
20011019,-1.54,1.92,-1.18,0.056
20011026,2.92,1.15,-3.01,0.056
20011102,-1.68,0.56,1.29,0.044
20011109,2.79,-1.28,-0.61,0.044
20011116,1.88,0.7,1.6,0.044
20011123,1.02,0.81,-0.58,0.044
20011130,-0.64,1.39,0.73,0.044
20011207,2.02,2.04,-0.39,0.037
20011214,-2.87,1.9,0.38,0.037
20011221,1.96,0.36,-0.1,0.037
20011228,1.62,0.41,-0.25,0.037
20020104,1.05,0.57,0.84,0.035
20020111,-2.14,0.87,1.13,0.035
20020118,-1.83,-1.13,1.16,0.035
20020125,0.58,-0.06,0.58,0.035
20020201,-0.85,1.33,0.38,0.032
20020208,-2.34,-0.9,1.18,0.032
20020215,0.66,0.5,-0.63,0.032
20020222,-1.41,-0.41,2.22,0.032
20020301,3.79,-1.72,1.06,0.033
20020308,3.15,1.42,-0.31,0.033
20020315,0.09,0.32,0.2,0.033
20020322,-1.19,2.01,0.72,0.033
20020328,-0.04,0.87,0.87,0.033
20020405,-2.15,0.41,1.46,0.038
20020412,-0.51,3.59,1.56,0.038
20020419,1.26,-0.36,0.46,0.038
20020426,-4.13,0.95,1.1,0.038
20020503,-0.13,1.5,1.55,0.036
20020510,-1.79,-2.03,1.05,0.036
20020517,4.65,-0.64,-2.79,0.036
20020524,-2.2,-1.78,2.36,0.036
20020531,-1.47,0.59,-0.07,0.036
20020607,-3.51,-0.32,1.17,0.032
20020614,-2.11,0.25,-0.74,0.032
20020621,-1.77,1.79,1.94,0.032
20020628,0.01,1.82,-0.55,0.032
20020705,-0.75,-3.22,-0.57,0.039
20020712,-6.47,1.12,0.04,0.039
20020719,-7.25,1.27,-0.25,0.039
20020726,0.11,-1.05,-2.66,0.039
20020802,1.22,-2.98,0.23,0.035
20020809,4.8,-2.07,-0.89,0.035
20020816,2.33,-0.63,-0.6,0.035
20020823,1.22,-0.27,1.22,0.035
20020830,-2.58,-0.38,1.66,0.035
20020906,-2.04,1.87,0.43,0.036
20020913,-0.47,0.39,-0.28,0.036
20020920,-5.05,-0.83,1.31,0.036
20020927,-1.92,0.25,-0.2,0.036
20021004,-3.48,0.48,-0.25,0.034
20021011,3.8,-3.9,-4.09,0.034
20021018,5.8,0.23,-2.77,0.034
20021025,1.51,0.13,1.22,0.034
20021101,0.63,2.26,-0.7,0.029
20021108,-0.79,0.12,-0.1,0.029
20021115,1.77,0.13,-1.14,0.029
20021122,2.36,1.07,-0.69,0.029
20021129,0.72,0.96,0.94,0.029
20021206,-2.51,0.42,0.72,0.028
20021213,-2.39,-0.27,2.07,0.028
20021220,0.59,-1.23,0.42,0.028
20021227,-2,1.29,0.12,0.028
20030103,3.5,-2.08,0.4,0.024
20030110,2.06,-0.08,-0.62,0.024
20030117,-2.63,0.67,1.63,0.024
20030124,-4.23,1.56,-0.77,0.024
20030131,-0.66,0.44,-0.8,0.024
20030207,-3.12,0.04,-0.16,0.022
20030214,0.35,-0.18,-1.26,0.022
20030221,1.73,0.19,-0.44,0.022
20030228,-0.78,-0.32,0.38,0.022
20030307,-1.42,-0.32,0.15,0.025
20030314,0.58,-0.02,-1.67,0.025
20030321,7.21,-1.41,-1.22,0.025
20030328,-3.29,1.67,0.51,0.025
20030404,1.68,-0.02,0.01,0.024
20030411,-1.14,0.59,0.93,0.024
20030417,2.92,0.25,-0.22,0.024
20030425,0.7,0.41,0.14,0.024
20030502,3.7,1.57,-1.33,0.022
20030509,0.53,1.26,0.31,0.022
20030516,1.22,-0.98,0.96,0.022
20030523,-0.81,0.64,1.25,0.022
20030530,3.48,2.54,-1.43,0.022
20030606,2.57,0.63,-0.92,0.025
20030613,0.07,-0.45,1.11,0.025
20030620,0.65,-0.16,0,0.025
20030627,-1.65,1.5,0.09,0.025
20030703,1.11,1.02,0.03,0.017
20030711,1.65,2.49,-0.51,0.017
20030718,-0.7,-0.81,-0.63,0.017
20030725,0.56,0.77,-1.12,0.017
20030801,-1.52,1.34,0.52,0.017
20030808,-0.7,-2.3,-0.02,0.017
20030815,1.74,2.36,0.21,0.017
20030822,0.71,2.35,0.74,0.017
20030829,1.66,0.89,0.52,0.017
20030905,1.42,1.23,0.16,0.021
20030912,-0.26,0.99,-0.32,0.021
20030919,1.8,0.49,0.29,0.021
20030926,-4.13,-2.45,0.5,0.021
20031003,3.55,1.82,0.22,0.018
20031010,0.99,0.51,1.19,0.018
20031017,0.12,0.54,0.45,0.018
20031024,-1.09,-1.48,-0.33,0.018
20031031,2.45,1.89,0.53,0.018
20031107,0.68,2.29,1.02,0.018
20031114,-0.44,-1.26,-0.48,0.018
20031121,-1.4,-0.15,0.39,0.018
20031128,2.54,1.31,0.63,0.018
20031205,-0.03,-1.28,0.68,0.02
20031212,1.04,0.17,0.54,0.02
20031219,1.12,-1.58,0.88,0.02
20031226,0.73,0.76,0.4,0.02
20040102,1.17,0.06,0.6,0.017
20040109,1.46,1.35,1.01,0.017
20040116,1.73,1.1,0.79,0.017
20040123,0.32,0.49,0.55,0.017
20040130,-1.19,-1.27,-1.24,0.017
20040206,0.91,-0.51,-0.46,0.016
20040213,0.47,-0.16,0.19,0.016
20040220,-0.27,-0.82,0.23,0.016
20040227,0.29,0.36,0.5,0.016
20040305,1.25,0.97,0.03,0.022
20040312,-3.07,0.17,-0.24,0.022
20040319,-1.12,-1.11,0.52,0.022
20040326,-0.13,0.66,-0.35,0.022
20040402,3.4,2.43,0.13,0.02
20040408,-0.15,-0.04,-0.18,0.02
20040416,-0.8,-1.11,-0.63,0.02
20040423,0.75,0.49,-0.32,0.02
20040430,-3.15,-2.84,-0.54,0.02
20040507,-0.98,-0.69,-1.35,0.015
20040514,-0.49,-0.9,-0.22,0.015
20040521,-0.11,0.25,0.56,0.015
20040528,2.79,1.29,0.76,0.015
20040604,0.11,-0.17,-0.24,0.021
20040610,0.94,-0.76,0.8,0.021
20040618,-0.15,0.34,0.44,0.021
20040625,0.39,2.24,0.51,0.021
20040702,-0.82,0.13,1.33,0.024
20040709,-1.43,-1.98,1.53,0.024
20040716,-1.09,-0.94,2.01,0.024
20040723,-1.66,-1.54,0.92,0.024
20040730,1.43,0.84,-0.96,0.024
20040806,-3.77,-2.45,2.51,0.028
20040813,0.03,-0.54,0.16,0.028
20040820,3.5,2.05,-1.64,0.028
20040827,0.83,-0.08,-0.51,0.028
20040903,0.55,0.09,0.52,0.029
20040910,1.11,1.38,-0.95,0.029
20040917,0.53,0.02,0.06,0.029
20040924,-1.45,0.16,1.18,0.029
20041001,1.96,1.37,0,0.028
20041008,-0.9,-0.76,1.24,0.028
20041015,-1.22,0.06,-0.83,0.028
20041022,-0.93,0.9,-0.93,0.028
20041029,3.06,-0.32,-0.19,0.028
20041105,3.2,0.36,-0.21,0.039
20041112,1.66,1.05,0.03,0.039
20041119,-1.03,0.12,0.9,0.039
20041126,1.25,1.29,1.35,0.039
20041203,0.86,1.18,-1.84,0.041
20041210,-0.42,-1.23,0.34,0.041
20041217,0.8,0.97,1.04,0.041
20041223,1.26,-0.15,-0.04,0.041
20041231,0.29,0.47,-0.04,0.041
20050107,-2.64,-3.19,0.41,0.041
20050114,0,0.46,1.14,0.041
20050121,-1.33,0.17,0.56,0.041
20050128,0.25,0.2,0.45,0.041
20050204,2.9,1,0.48,0.041
20050211,0.08,-0.69,0.5,0.041
20050218,-0.33,-0.49,1.23,0.041
20050225,0.84,0.13,0.51,0.041
20050304,0.84,0.29,1.12,0.053
20050311,-1.77,-0.95,-0.02,0.053
20050318,-0.86,-0.17,1.43,0.053
20050324,-1.41,0.56,-1.01,0.053
20050401,-0.02,-1.03,1.24,0.051
20050408,0.59,-0.62,-0.41,0.051
20050415,-3.41,-1.41,-1.01,0.051
20050422,0.7,0.36,0.49,0.051
20050429,0.17,-2.32,-0.32,0.051
20050506,1.53,1.43,-0.24,0.06
20050513,-1.55,-0.51,-1.97,0.06
20050520,3.2,1.14,-0.2,0.06
20050527,0.95,0.43,0.79,0.06
20050603,-0.04,0.54,0.77,0.057
20050610,0.2,0.51,1.11,0.057
20050617,1.64,0.89,0.71,0.057
20050624,-1.99,-0.43,0.16,0.057
20050701,0.58,1.54,0.64,0.059
20050708,1.63,1.31,-1.02,0.059
20050715,1.18,-0.57,-0.87,0.059
20050722,0.56,1.74,0.55,0.059
20050729,0.16,0.09,0.35,0.059
20050805,-0.82,-1.5,0.45,0.075
20050812,0.23,-0.68,0.67,0.075
20050819,-0.96,-0.27,-0.24,0.075
20050826,-1.13,0.46,0.49,0.075
20050902,1.2,0.73,0.31,0.071
20050909,1.84,0.13,-0.41,0.071
20050916,-0.5,-0.44,0.44,0.071
20050923,-1.9,-0.4,0.61,0.071
20050930,1.29,0.4,0.17,0.071
20051007,-2.72,-0.32,-0.33,0.068
20051014,-1.02,-0.6,-1.03,0.068
20051021,-0.43,0.51,-0.74,0.068
20051028,1.21,-1.43,1.39,0.068
20051104,2.28,1.47,-0.48,0.078
20051111,1.11,0.09,-1.26,0.078
20051118,1,-0.44,-0.24,0.078
20051125,1.56,-0.08,-0.13,0.078
20051202,-0.12,1.14,0.17,0.079
20051209,-0.44,0.22,0.27,0.079
20051216,0.36,-1.28,-0.33,0.079
20051223,0.1,0.28,-0.29,0.079
20051230,-1.59,-0.25,0.75,0.079
20060106,2.92,0.55,-0.41,0.087
20060113,0.29,1.03,-0.19,0.087
20060120,-1.94,1.27,1.36,0.087
20060127,1.87,1.88,0.11,0.087
20060203,-1.35,0.46,0.2,0.084
20060210,-0.1,-0.91,-0.45,0.084
20060217,1.54,0.21,-0.08,0.084
20060224,0.23,0.37,0.12,0.084
20060303,-0.13,0.51,-0.42,0.092
20060310,-0.84,-0.82,-0.08,0.092
20060317,2.02,0.37,0.09,0.092
20060324,-0.12,1.3,-0.03,0.092
20060331,-0.23,2.08,-0.04,0.092
20060407,-0.13,-1.04,0.96,0.089
20060413,-0.56,-0.11,0.02,0.089
20060421,1.67,0.74,1.16,0.089
20060428,-0.24,-0.81,0.89,0.089
20060505,1.21,0.98,0.85,0.108
20060512,-2.86,-2.39,1.08,0.108
20060519,-2.06,-0.87,0.15,0.108
20060526,0.85,-0.32,0.24,0.108
20060602,0.7,0.22,0.81,0.099
20060609,-3.2,-1.74,0.2,0.099
20060616,-0.32,-1.18,-0.1,0.099
20060623,-0.47,0.05,0.35,0.099
20060630,2.23,1.84,0.86,0.099
20060707,-0.76,-1.47,1,0.099
20060714,-2.82,-1.49,1.15,0.099
20060721,-0.1,-1.8,0.85,0.099
20060728,3.07,0.59,0.33,0.099
20060804,0.07,-0.04,-0.17,0.105
20060811,-1.3,-1.73,0.15,0.105
20060818,2.97,1.87,-1.86,0.105
20060825,-0.88,-1.01,0.52,0.105
20060901,1.55,1.84,-0.49,0.102
20060908,-1.11,-0.69,0.43,0.102
20060915,1.65,1.25,-1.05,0.102
20060922,-0.66,-0.91,0.33,0.102
20060929,1.47,-0.56,-0.16,0.102
20061006,1.09,0.68,-0.37,0.101
20061013,1.4,1.5,0.17,0.101
20061020,0.05,-0.27,0.47,0.101
20061027,0.62,-0.42,0.35,0.101
20061103,-1.05,-0.61,0.13,0.106
20061110,1.36,0.93,0.35,0.106
20061117,1.53,1.01,-0.78,0.106
20061124,0.01,0.37,-0.19,0.106
20061201,-0.5,-1.15,0.96,0.101
20061208,1.02,0.45,0.15,0.101
20061215,0.95,-1.22,1.41,0.101
20061222,-1.27,-0.13,0.46,0.101
20061229,0.47,0.38,0.29,0.101
20070105,-0.66,-0.6,-1.07,0.111
20070112,1.73,0.89,-0.81,0.111
20070119,-0.31,-1.14,0.91,0.111
20070126,-0.57,0.78,0.43,0.111
20070202,1.94,0.62,0.56,0.096
20070209,-0.65,0.37,0.4,0.096
20070216,1.22,0.03,-0.07,0.096
20070223,-0.06,1.44,-0.59,0.096
20070302,-4.62,-1.49,0.71,0.106
20070309,1,0.06,0.09,0.106
20070316,-1.18,0.41,-0.19,0.106
20070323,3.48,-0.01,-0.02,0.106
20070330,-1.08,0,0.2,0.106
20070405,1.55,-0.09,-0.37,0.109
20070413,0.58,0.17,0.19,0.109
20070420,1.82,-0.97,0.24,0.109
20070427,0.41,-0.26,-0.97,0.109
20070504,0.69,-0.57,0.23,0.101
20070511,-0.09,-0.64,0.58,0.101
20070518,0.82,-1.65,0.2,0.101
20070525,-0.33,1.22,-0.88,0.101
20070601,1.56,1.07,-0.31,0.099
20070608,-1.99,-0.03,-0.28,0.099
20070615,1.58,-0.07,-0.09,0.099
20070622,-1.98,0.56,-0.31,0.099
20070629,0.01,-0.07,-0.37,0.099
20070706,1.88,-0.03,-0.69,0.099
20070713,1.25,-0.91,-0.6,0.099
20070720,-1.34,-0.55,-0.96,0.099
20070727,-5.18,-1.32,-0.8,0.099
20070803,-1.9,-1.02,-1.24,0.104
20070810,1.4,2.07,-0.88,0.104
20070817,-0.74,-0.3,1.04,0.104
20070824,2.33,-0.76,-0.24,0.104
20070831,-0.44,-0.03,-1.11,0.104
20070907,-1.34,-0.58,-0.18,0.081
20070914,1.84,-1.25,-0.69,0.081
20070921,2.65,0.33,-0.11,0.081
20070928,0.07,-0.92,-1.11,0.081
20071005,2.28,1.94,0.06,0.08
20071012,0.29,-0.98,-0.48,0.08
20071019,-3.86,-0.96,-0.7,0.08
20071026,2.17,0.44,-0.35,0.08
20071102,-1.64,-0.91,-1.35,0.085
20071109,-3.68,0.44,1.61,0.085
20071116,0.19,-0.91,-0.73,0.085
20071123,-1.49,-0.28,-0.28,0.085
20071130,2.79,-1.44,-0.92,0.085
20071207,1.73,0.26,0.29,0.068
20071214,-2.63,-1.29,-0.18,0.068
20071221,1.23,2.41,-0.56,0.068
20071228,-0.49,-1.3,0.17,0.068
20080104,-4.76,-1.55,0.2,0.054
20080111,-1.12,-1.54,-0.39,0.054
20080118,-5.18,1.26,-0.04,0.054
20080125,0.64,1.03,1.75,0.054
20080201,5.05,0.85,2.12,0.033
20080208,-4.3,0.46,0.58,0.033
20080215,1.26,-1.39,0.24,0.033
20080222,0.08,-0.73,-0.13,0.033
20080229,-1.53,0.42,-0.79,0.033
20080307,-2.96,-0.71,0.12,0.043
20080314,-0.45,0.79,-0.32,0.043
20080320,2.7,-0.74,0.36,0.043
20080328,-0.71,1.42,-0.4,0.043
20080404,4.18,-0.21,0.08,0.044
20080411,-2.65,-0.82,0.42,0.044
20080418,3.96,0.18,0.16,0.044
20080425,0.45,-0.59,-0.8,0.044
20080502,1.16,-0.61,0.78,0.045
20080509,-1.51,1.02,0.18,0.045
20080516,2.71,0.35,-0.39,0.045
20080523,-3.22,1.14,0.15,0.045
20080530,2.1,1.09,-0.52,0.045
20080606,-2.41,1.5,-0.25,0.043
20080613,-0.16,-0.45,-0.73,0.043
20080620,-2.8,2.01,-0.38,0.043
20080627,-3.26,-0.68,-0.54,0.043
